property_id,num_bedrooms,review_count,city,property_size
1580,1,64,Atlanta,PRIVATE_ROOM
1581,1,96,Atlanta,PRIVATE_ROOM
1582,1,96,Seattle,PRIVATE_ROOM
1583,4,16,Las Vegas,ENTIRE_HOME_4_BEDROOMS
1584,2,19,Denver,ENTIRE_HOME_2_BEDROOMS
1585,5,22,Las Vegas,ENTIRE_HOME_5_BEDROOMS
1586,1,63,Portland,PRIVATE_ROOM
1587,1,123,Seattle,PRIVATE_ROOM
1588,2,72,Seattle,ENTIRE_HOME_2_BEDROOMS
1589,1,112,Seattle,PRIVATE_ROOM
1590,1,99,Seattle,PRIVATE_ROOM
1591,2,94,Seattle,ENTIRE_HOME_2_BEDROOMS
1592,1,164,Portland,PRIVATE_ROOM
1593,1,175,Denver,ENTIRE_HOME_1_BEDROOMS
1594,1,58,Seattle,PRIVATE_ROOM
1595,2,18,Portland,ENTIRE_HOME_2_BEDROOMS
1596,3,8,Portland,ENTIRE_HOME_3_BEDROOMS
1597,1,4,Seattle,ENTIRE_HOME_1_BEDROOMS
1598,1,17,Seattle,PRIVATE_ROOM
1599,1,90,Las Vegas,PRIVATE_ROOM
1600,0,109,Portland,ENTIRE_HOME_0_BEDROOMS
1601,1,2,Denver,PRIVATE_ROOM
1602,1,182,Seattle,ENTIRE_HOME_1_BEDROOMS
1603,1,33,Portland,PRIVATE_ROOM
1604,2,86,Seattle,ENTIRE_HOME_2_BEDROOMS
1605,1,21,Denver,ENTIRE_HOME_1_BEDROOMS
1606,1,275,Portland,ENTIRE_HOME_1_BEDROOMS
1607,1,13,Atlanta,PRIVATE_ROOM
1608,1,151,Seattle,ENTIRE_HOME_1_BEDROOMS
1609,1,22,Seattle,PRIVATE_ROOM
1610,1,68,Portland,ENTIRE_HOME_1_BEDROOMS
1611,1,254,Portland,PRIVATE_ROOM
1612,1,540,Portland,PRIVATE_ROOM
1613,1,39,Portland,PRIVATE_ROOM
1614,1,78,Seattle,ENTIRE_HOME_1_BEDROOMS
1615,1,39,Seattle,PRIVATE_ROOM
1616,1,5,Portland,PRIVATE_ROOM
1617,1,85,Seattle,PRIVATE_ROOM
1618,1,11,Denver,ENTIRE_HOME_1_BEDROOMS
1619,3,77,Seattle,ENTIRE_HOME_3_BEDROOMS
1620,2,121,Atlanta,PRIVATE_ROOM
1621,1,51,Seattle,ENTIRE_HOME_1_BEDROOMS
1622,1,10,Atlanta,SHARED_ROOM
1623,1,10,Atlanta,PRIVATE_ROOM
1624,2,4,Denver,ENTIRE_HOME_2_BEDROOMS
1625,3,27,Seattle,ENTIRE_HOME_3_BEDROOMS
1626,1,254,Denver,ENTIRE_HOME_1_BEDROOMS
1627,1,131,Seattle,PRIVATE_ROOM
1628,1,6,Atlanta,PRIVATE_ROOM
1629,2,24,Portland,ENTIRE_HOME_2_BEDROOMS
1630,1,131,Denver,PRIVATE_ROOM
1631,1,21,Portland,PRIVATE_ROOM
1632,1,26,Denver,ENTIRE_HOME_1_BEDROOMS
1633,3,3,Portland,ENTIRE_HOME_3_BEDROOMS
1634,1,38,Portland,PRIVATE_ROOM
1635,1,22,Portland,PRIVATE_ROOM
1636,1,76,Seattle,ENTIRE_HOME_1_BEDROOMS
1637,1,39,Portland,PRIVATE_ROOM
1638,1,15,Seattle,ENTIRE_HOME_1_BEDROOMS
1639,4,21,Las Vegas,ENTIRE_HOME_4_BEDROOMS
1640,2,13,Portland,PRIVATE_ROOM
1641,3,13,Las Vegas,ENTIRE_HOME_3_BEDROOMS
1642,1,22,Portland,ENTIRE_HOME_1_BEDROOMS
1643,2,1,Las Vegas,ENTIRE_HOME_2_BEDROOMS
1644,1,144,Portland,ENTIRE_HOME_1_BEDROOMS
1645,1,283,Denver,PRIVATE_ROOM
1646,1,132,Portland,ENTIRE_HOME_1_BEDROOMS
1647,1,135,Denver,ENTIRE_HOME_1_BEDROOMS
1648,1,3,Seattle,ENTIRE_HOME_1_BEDROOMS
1649,1,169,Denver,ENTIRE_HOME_1_BEDROOMS
1650,5,118,Portland,ENTIRE_HOME_5_BEDROOMS
1651,1,93,Portland,PRIVATE_ROOM
1652,4,108,Seattle,ENTIRE_HOME_4_BEDROOMS
1653,0,2,Seattle,ENTIRE_HOME_0_BEDROOMS
1654,3,15,Seattle,ENTIRE_HOME_3_BEDROOMS
1655,1,5,Seattle,ENTIRE_HOME_1_BEDROOMS
1656,1,80,Denver,ENTIRE_HOME_1_BEDROOMS
1657,1,17,Denver,PRIVATE_ROOM
1658,,6,Seattle,ENTIRE_HOME_0_BEDROOMS
1659,1,11,Denver,PRIVATE_ROOM
1660,4,12,Seattle,ENTIRE_HOME_4_BEDROOMS
1661,1,30,Portland,ENTIRE_HOME_1_BEDROOMS
1662,1,33,Portland,ENTIRE_HOME_1_BEDROOMS
1663,1,13,Denver,PRIVATE_ROOM
1664,1,58,Portland,PRIVATE_ROOM
1665,2,49,Atlanta,ENTIRE_HOME_2_BEDROOMS
1666,1,8,Atlanta,ENTIRE_HOME_1_BEDROOMS
1667,1,54,Las Vegas,PRIVATE_ROOM
1668,1,25,Atlanta,PRIVATE_ROOM
1669,0,122,Portland,ENTIRE_HOME_0_BEDROOMS
1670,4,20,Seattle,ENTIRE_HOME_4_BEDROOMS
1671,3,11,Portland,ENTIRE_HOME_3_BEDROOMS
1672,1,47,Seattle,ENTIRE_HOME_1_BEDROOMS
1673,1,32,Las Vegas,ENTIRE_HOME_1_BEDROOMS
1674,1,55,Portland,PRIVATE_ROOM
1675,1,4,Seattle,PRIVATE_ROOM
1676,0,19,Seattle,ENTIRE_HOME_0_BEDROOMS
1677,1,10,Denver,ENTIRE_HOME_1_BEDROOMS
1678,1,6,Portland,ENTIRE_HOME_1_BEDROOMS
1679,1,134,Denver,ENTIRE_HOME_1_BEDROOMS
1680,1,1,Portland,ENTIRE_HOME_1_BEDROOMS
1681,1,19,Portland,ENTIRE_HOME_1_BEDROOMS
1682,1,51,Portland,PRIVATE_ROOM
1683,2,8,Seattle,ENTIRE_HOME_2_BEDROOMS
1684,1,63,Portland,PRIVATE_ROOM
1685,1,86,Las Vegas,SHARED_ROOM
1686,1,28,Denver,PRIVATE_ROOM
1687,1,25,Seattle,ENTIRE_HOME_1_BEDROOMS
1688,2,56,Denver,ENTIRE_HOME_2_BEDROOMS
1689,1,114,Portland,ENTIRE_HOME_1_BEDROOMS
1690,1,3,Portland,ENTIRE_HOME_1_BEDROOMS
1691,0,32,Seattle,ENTIRE_HOME_0_BEDROOMS
1692,1,201,Seattle,ENTIRE_HOME_1_BEDROOMS
1693,1,14,Portland,ENTIRE_HOME_1_BEDROOMS
1694,1,142,Portland,ENTIRE_HOME_1_BEDROOMS
1695,1,11,Atlanta,ENTIRE_HOME_1_BEDROOMS
1696,3,7,Las Vegas,ENTIRE_HOME_3_BEDROOMS
1697,1,30,Portland,PRIVATE_ROOM
1698,1,7,Seattle,ENTIRE_HOME_1_BEDROOMS
1699,0,49,Portland,ENTIRE_HOME_0_BEDROOMS
1700,1,131,Seattle,ENTIRE_HOME_1_BEDROOMS
1701,1,9,Atlanta,ENTIRE_HOME_1_BEDROOMS
1702,1,75,Portland,PRIVATE_ROOM
1703,3,52,Las Vegas,ENTIRE_HOME_3_BEDROOMS
1704,1,67,Denver,ENTIRE_HOME_1_BEDROOMS
1705,1,63,Seattle,ENTIRE_HOME_1_BEDROOMS
1706,2,59,Portland,ENTIRE_HOME_2_BEDROOMS
1707,2,66,Las Vegas,ENTIRE_HOME_2_BEDROOMS
1708,1,163,Seattle,PRIVATE_ROOM
1709,1,28,Portland,ENTIRE_HOME_1_BEDROOMS
1710,2,102,Atlanta,ENTIRE_HOME_2_BEDROOMS
1711,1,99,Atlanta,PRIVATE_ROOM
1712,1,249,Portland,ENTIRE_HOME_1_BEDROOMS
1713,2,66,Seattle,ENTIRE_HOME_2_BEDROOMS
1714,1,297,Seattle,PRIVATE_ROOM
1715,1,11,Seattle,ENTIRE_HOME_1_BEDROOMS
1716,4,9,Denver,ENTIRE_HOME_4_BEDROOMS
1717,1,108,Seattle,ENTIRE_HOME_1_BEDROOMS
1718,1,2,Las Vegas,ENTIRE_HOME_1_BEDROOMS
1719,1,14,Portland,PRIVATE_ROOM
1720,1,120,Portland,PRIVATE_ROOM
1721,4,67,Seattle,ENTIRE_HOME_4_BEDROOMS
1722,2,217,Seattle,ENTIRE_HOME_2_BEDROOMS
1723,1,76,Las Vegas,ENTIRE_HOME_1_BEDROOMS
1724,1,6,Seattle,PRIVATE_ROOM
1725,1,17,Seattle,ENTIRE_HOME_1_BEDROOMS
1726,1,70,Atlanta,PRIVATE_ROOM
1727,1,107,Portland,PRIVATE_ROOM
1728,1,128,Portland,PRIVATE_ROOM
1729,1,13,Portland,ENTIRE_HOME_1_BEDROOMS
1730,2,24,Seattle,ENTIRE_HOME_2_BEDROOMS
1731,1,15,Seattle,PRIVATE_ROOM
1732,3,58,Seattle,ENTIRE_HOME_3_BEDROOMS
1733,1,24,Atlanta,ENTIRE_HOME_1_BEDROOMS
1734,2,59,Atlanta,ENTIRE_HOME_2_BEDROOMS
1735,1,269,Seattle,ENTIRE_HOME_1_BEDROOMS
1736,2,11,Atlanta,ENTIRE_HOME_2_BEDROOMS
1737,1,79,Portland,PRIVATE_ROOM
1738,0,225,Portland,ENTIRE_HOME_0_BEDROOMS
1739,1,19,Seattle,ENTIRE_HOME_1_BEDROOMS
1740,3,5,Portland,ENTIRE_HOME_3_BEDROOMS
1741,4,30,Denver,ENTIRE_HOME_4_BEDROOMS
1742,1,26,Seattle,ENTIRE_HOME_1_BEDROOMS
1743,1,30,Seattle,PRIVATE_ROOM
1744,1,84,Denver,PRIVATE_ROOM
1745,1,70,Atlanta,PRIVATE_ROOM
1746,1,19,Portland,ENTIRE_HOME_1_BEDROOMS
1747,1,11,Atlanta,PRIVATE_ROOM
1748,,0,Seattle,ENTIRE_HOME_0_BEDROOMS
1749,0,183,Seattle,ENTIRE_HOME_0_BEDROOMS
1750,1,8,Las Vegas,PRIVATE_ROOM
1751,1,30,Portland,ENTIRE_HOME_1_BEDROOMS
1752,0,33,Portland,ENTIRE_HOME_0_BEDROOMS
1753,3,7,Seattle,ENTIRE_HOME_3_BEDROOMS
1754,1,112,Las Vegas,ENTIRE_HOME_1_BEDROOMS
1755,1,109,Seattle,PRIVATE_ROOM
1756,4,79,Portland,ENTIRE_HOME_4_BEDROOMS
1757,2,17,Portland,ENTIRE_HOME_2_BEDROOMS
1758,2,62,Seattle,ENTIRE_HOME_2_BEDROOMS
1759,3,30,Atlanta,ENTIRE_HOME_3_BEDROOMS
1760,1,26,Seattle,PRIVATE_ROOM
1761,1,39,Denver,PRIVATE_ROOM
1762,1,63,Portland,PRIVATE_ROOM
1763,1,36,Denver,ENTIRE_HOME_1_BEDROOMS
1764,1,22,Seattle,SHARED_ROOM
1765,2,1,Las Vegas,ENTIRE_HOME_2_BEDROOMS
1766,1,19,Seattle,PRIVATE_ROOM
1767,1,122,Portland,PRIVATE_ROOM
1768,1,181,Portland,PRIVATE_ROOM
1769,2,21,Portland,ENTIRE_HOME_2_BEDROOMS
1770,1,48,Denver,ENTIRE_HOME_1_BEDROOMS
1771,0,239,Portland,ENTIRE_HOME_0_BEDROOMS
1772,2,64,Denver,ENTIRE_HOME_2_BEDROOMS
1773,1,3,Denver,ENTIRE_HOME_1_BEDROOMS
1774,1,190,Seattle,ENTIRE_HOME_1_BEDROOMS
1775,1,37,Denver,ENTIRE_HOME_1_BEDROOMS
1776,0,75,Seattle,ENTIRE_HOME_0_BEDROOMS
1777,1,54,Seattle,ENTIRE_HOME_1_BEDROOMS
1778,1,36,Denver,PRIVATE_ROOM
1779,0,36,Las Vegas,ENTIRE_HOME_0_BEDROOMS
1780,1,33,Portland,PRIVATE_ROOM
1781,1,15,Seattle,ENTIRE_HOME_1_BEDROOMS
1782,2,22,Denver,ENTIRE_HOME_2_BEDROOMS
1783,2,5,Portland,ENTIRE_HOME_2_BEDROOMS
1784,4,11,Portland,ENTIRE_HOME_4_BEDROOMS
1785,1,33,Denver,PRIVATE_ROOM
1786,1,25,Denver,PRIVATE_ROOM
1787,1,25,Las Vegas,ENTIRE_HOME_1_BEDROOMS
1788,0,126,Portland,ENTIRE_HOME_0_BEDROOMS
1789,1,1,Seattle,PRIVATE_ROOM
1790,4,16,Portland,ENTIRE_HOME_4_BEDROOMS
1791,2,58,Portland,ENTIRE_HOME_2_BEDROOMS
1792,6,25,Seattle,ENTIRE_HOME_6_OR_MORE_BEDROOMS
1793,1,112,Portland,PRIVATE_ROOM
1794,1,178,Portland,ENTIRE_HOME_1_BEDROOMS
1795,1,9,Denver,ENTIRE_HOME_1_BEDROOMS
1796,1,46,Denver,ENTIRE_HOME_1_BEDROOMS
1797,1,11,Denver,PRIVATE_ROOM
1798,2,232,Denver,ENTIRE_HOME_2_BEDROOMS
1799,2,33,Atlanta,ENTIRE_HOME_2_BEDROOMS
1800,1,24,Atlanta,ENTIRE_HOME_1_BEDROOMS
1801,1,21,Atlanta,PRIVATE_ROOM
1802,1,214,Seattle,ENTIRE_HOME_1_BEDROOMS
1803,1,11,Seattle,PRIVATE_ROOM
1804,1,170,Portland,PRIVATE_ROOM
1805,1,8,Las Vegas,PRIVATE_ROOM
1806,1,28,Seattle,ENTIRE_HOME_1_BEDROOMS
1807,2,7,Seattle,ENTIRE_HOME_2_BEDROOMS
1808,2,36,Seattle,ENTIRE_HOME_2_BEDROOMS
1809,1,43,Seattle,PRIVATE_ROOM
1810,2,30,Atlanta,ENTIRE_HOME_2_BEDROOMS
1811,5,96,Atlanta,ENTIRE_HOME_5_BEDROOMS
1812,0,77,Denver,ENTIRE_HOME_0_BEDROOMS
1813,3,89,Seattle,ENTIRE_HOME_3_BEDROOMS
1814,1,123,Seattle,ENTIRE_HOME_1_BEDROOMS
1815,1,37,Portland,ENTIRE_HOME_1_BEDROOMS
1816,1,0,Denver,ENTIRE_HOME_1_BEDROOMS
1817,1,52,Denver,ENTIRE_HOME_1_BEDROOMS
1818,1,44,Denver,ENTIRE_HOME_1_BEDROOMS
1819,1,3,Denver,ENTIRE_HOME_1_BEDROOMS
1820,2,16,Portland,ENTIRE_HOME_2_BEDROOMS
1821,1,141,Portland,ENTIRE_HOME_1_BEDROOMS
1822,1,66,Seattle,PRIVATE_ROOM
1823,1,197,Seattle,ENTIRE_HOME_1_BEDROOMS
1824,1,57,Portland,ENTIRE_HOME_1_BEDROOMS
1825,2,70,Portland,ENTIRE_HOME_2_BEDROOMS
1826,1,134,Seattle,PRIVATE_ROOM
1827,1,7,Atlanta,PRIVATE_ROOM
1828,1,205,Seattle,PRIVATE_ROOM
1829,2,18,Portland,ENTIRE_HOME_2_BEDROOMS
1830,1,20,Portland,PRIVATE_ROOM
1831,2,9,Denver,ENTIRE_HOME_2_BEDROOMS
1832,2,24,Seattle,ENTIRE_HOME_2_BEDROOMS
1833,1,7,Portland,ENTIRE_HOME_1_BEDROOMS
1834,1,56,Seattle,ENTIRE_HOME_1_BEDROOMS
1835,2,106,Las Vegas,ENTIRE_HOME_2_BEDROOMS
1836,3,122,Las Vegas,ENTIRE_HOME_3_BEDROOMS
1837,2,8,Portland,ENTIRE_HOME_2_BEDROOMS
1838,1,37,Seattle,PRIVATE_ROOM
1839,2,9,Portland,ENTIRE_HOME_2_BEDROOMS
1840,1,148,Atlanta,ENTIRE_HOME_1_BEDROOMS
1841,0,153,Portland,ENTIRE_HOME_0_BEDROOMS
1842,2,20,Denver,ENTIRE_HOME_2_BEDROOMS
1843,1,110,Seattle,ENTIRE_HOME_1_BEDROOMS
1844,2,19,Portland,ENTIRE_HOME_2_BEDROOMS
1845,2,16,Denver,ENTIRE_HOME_2_BEDROOMS
1846,3,8,Seattle,ENTIRE_HOME_3_BEDROOMS
1847,2,9,Denver,ENTIRE_HOME_2_BEDROOMS
1848,1,13,Portland,SHARED_ROOM
1849,1,17,Portland,PRIVATE_ROOM
1850,2,5,Seattle,ENTIRE_HOME_2_BEDROOMS
1851,2,13,Denver,ENTIRE_HOME_2_BEDROOMS
1852,1,309,Portland,PRIVATE_ROOM
1853,1,46,Seattle,PRIVATE_ROOM
1854,1,2,Las Vegas,ENTIRE_HOME_1_BEDROOMS
1855,1,10,Atlanta,ENTIRE_HOME_1_BEDROOMS
1856,1,45,Seattle,PRIVATE_ROOM
1857,1,625,Seattle,ENTIRE_HOME_1_BEDROOMS
1858,1,66,Portland,PRIVATE_ROOM
1859,1,21,Denver,ENTIRE_HOME_1_BEDROOMS
1860,1,146,Portland,PRIVATE_ROOM
1861,1,5,Denver,ENTIRE_HOME_1_BEDROOMS
1862,2,32,Seattle,ENTIRE_HOME_2_BEDROOMS
1863,1,15,Atlanta,ENTIRE_HOME_1_BEDROOMS
1864,1,13,Seattle,PRIVATE_ROOM
1865,2,21,Las Vegas,ENTIRE_HOME_2_BEDROOMS
1866,1,38,Atlanta,PRIVATE_ROOM
1867,1,128,Portland,PRIVATE_ROOM
1868,2,5,Seattle,ENTIRE_HOME_2_BEDROOMS
1869,3,17,Las Vegas,ENTIRE_HOME_3_BEDROOMS
1870,1,26,Seattle,PRIVATE_ROOM
1871,0,50,Portland,ENTIRE_HOME_0_BEDROOMS
1872,0,43,Portland,ENTIRE_HOME_0_BEDROOMS
1873,1,35,Las Vegas,SHARED_ROOM
1874,1,31,Atlanta,ENTIRE_HOME_1_BEDROOMS
1875,1,106,Portland,ENTIRE_HOME_1_BEDROOMS
1876,2,108,Portland,ENTIRE_HOME_2_BEDROOMS
1877,3,22,Seattle,ENTIRE_HOME_3_BEDROOMS
1878,1,128,Seattle,ENTIRE_HOME_1_BEDROOMS
1879,0,77,Portland,ENTIRE_HOME_0_BEDROOMS
1880,1,90,Portland,ENTIRE_HOME_1_BEDROOMS
1881,2,186,Seattle,ENTIRE_HOME_2_BEDROOMS
1882,1,86,Seattle,ENTIRE_HOME_1_BEDROOMS
1883,1,89,Seattle,ENTIRE_HOME_1_BEDROOMS
1884,1,50,Denver,PRIVATE_ROOM
1885,1,32,Portland,PRIVATE_ROOM
1886,1,105,Seattle,PRIVATE_ROOM
1887,1,12,Atlanta,PRIVATE_ROOM
1888,0,549,Portland,ENTIRE_HOME_0_BEDROOMS
1889,4,10,Seattle,ENTIRE_HOME_4_BEDROOMS
1890,1,74,Portland,PRIVATE_ROOM
1891,1,107,Seattle,PRIVATE_ROOM
1892,3,50,Portland,ENTIRE_HOME_3_BEDROOMS
1893,1,18,Atlanta,ENTIRE_HOME_1_BEDROOMS
1894,1,28,Portland,PRIVATE_ROOM
1895,0,91,Portland,ENTIRE_HOME_0_BEDROOMS
1896,1,33,Portland,PRIVATE_ROOM
1897,0,64,Seattle,ENTIRE_HOME_0_BEDROOMS
1898,1,74,Portland,PRIVATE_ROOM
1899,0,271,Seattle,ENTIRE_HOME_0_BEDROOMS
1900,1,108,Portland,PRIVATE_ROOM
1901,1,14,Atlanta,PRIVATE_ROOM
1902,1,11,Portland,ENTIRE_HOME_1_BEDROOMS
1903,1,4,Portland,PRIVATE_ROOM
1904,1,5,Seattle,ENTIRE_HOME_1_BEDROOMS
1905,1,25,Atlanta,PRIVATE_ROOM
1906,3,4,Portland,ENTIRE_HOME_3_BEDROOMS
1907,1,86,Portland,ENTIRE_HOME_1_BEDROOMS
1908,1,132,Seattle,ENTIRE_HOME_1_BEDROOMS
1909,1,86,Portland,PRIVATE_ROOM
1910,1,46,Las Vegas,PRIVATE_ROOM
1911,0,97,Denver,ENTIRE_HOME_0_BEDROOMS
1912,1,152,Portland,ENTIRE_HOME_1_BEDROOMS
1913,1,99,Seattle,PRIVATE_ROOM
1914,1,39,Denver,PRIVATE_ROOM
1915,1,197,Seattle,ENTIRE_HOME_1_BEDROOMS
1916,1,23,Las Vegas,PRIVATE_ROOM
1917,1,25,Denver,PRIVATE_ROOM
1918,2,149,Portland,ENTIRE_HOME_2_BEDROOMS
1919,3,60,Las Vegas,ENTIRE_HOME_3_BEDROOMS
1920,0,14,Seattle,ENTIRE_HOME_0_BEDROOMS
1921,2,81,Las Vegas,PRIVATE_ROOM
1922,2,40,Seattle,ENTIRE_HOME_2_BEDROOMS
1923,3,108,Portland,ENTIRE_HOME_3_BEDROOMS
1924,1,18,Portland,PRIVATE_ROOM
1925,1,14,Atlanta,ENTIRE_HOME_1_BEDROOMS
1926,4,87,Portland,ENTIRE_HOME_4_BEDROOMS
1927,2,138,Portland,ENTIRE_HOME_2_BEDROOMS
1928,1,99,Las Vegas,PRIVATE_ROOM
1929,3,3,Portland,ENTIRE_HOME_3_BEDROOMS
1930,1,11,Portland,ENTIRE_HOME_1_BEDROOMS
1931,1,3,Atlanta,ENTIRE_HOME_1_BEDROOMS
1932,1,354,Portland,ENTIRE_HOME_1_BEDROOMS
1933,1,2,Portland,PRIVATE_ROOM
1934,1,28,Atlanta,ENTIRE_HOME_1_BEDROOMS
1935,3,60,Portland,ENTIRE_HOME_3_BEDROOMS
1936,1,70,Seattle,ENTIRE_HOME_1_BEDROOMS
1937,1,106,Atlanta,PRIVATE_ROOM
1938,2,49,Atlanta,ENTIRE_HOME_2_BEDROOMS
1939,1,35,Seattle,ENTIRE_HOME_1_BEDROOMS
1940,1,185,Las Vegas,PRIVATE_ROOM
1941,2,9,Portland,ENTIRE_HOME_2_BEDROOMS
1942,1,11,Portland,PRIVATE_ROOM
1943,3,240,Portland,ENTIRE_HOME_3_BEDROOMS
1944,1,212,Seattle,ENTIRE_HOME_1_BEDROOMS
1945,1,5,Atlanta,ENTIRE_HOME_1_BEDROOMS
1946,1,51,Seattle,ENTIRE_HOME_1_BEDROOMS
1947,1,25,Seattle,ENTIRE_HOME_1_BEDROOMS
1948,0,14,Portland,ENTIRE_HOME_0_BEDROOMS
1949,1,279,Seattle,ENTIRE_HOME_1_BEDROOMS
1950,1,112,Seattle,ENTIRE_HOME_1_BEDROOMS
1951,2,51,Seattle,ENTIRE_HOME_2_BEDROOMS
1952,1,46,Las Vegas,PRIVATE_ROOM
1953,3,113,Las Vegas,ENTIRE_HOME_3_BEDROOMS
1954,1,36,Denver,PRIVATE_ROOM
1955,7,7,Las Vegas,ENTIRE_HOME_6_OR_MORE_BEDROOMS
1956,1,168,Seattle,PRIVATE_ROOM
1957,1,161,Seattle,PRIVATE_ROOM
1958,1,54,Portland,PRIVATE_ROOM
1959,1,44,Las Vegas,PRIVATE_ROOM
1960,3,89,Denver,ENTIRE_HOME_3_BEDROOMS
1961,3,17,Las Vegas,ENTIRE_HOME_3_BEDROOMS
1962,1,2,Seattle,ENTIRE_HOME_1_BEDROOMS
1963,3,76,Denver,ENTIRE_HOME_3_BEDROOMS
1964,1,71,Portland,PRIVATE_ROOM
1965,,0,Portland,PRIVATE_ROOM
1966,1,6,Denver,PRIVATE_ROOM
1967,1,0,Portland,PRIVATE_ROOM
1968,1,202,Seattle,PRIVATE_ROOM
1969,1,43,Seattle,ENTIRE_HOME_1_BEDROOMS
1970,3,30,Denver,ENTIRE_HOME_3_BEDROOMS
1971,1,27,Las Vegas,PRIVATE_ROOM
1972,1,15,Las Vegas,PRIVATE_ROOM
1973,1,48,Portland,ENTIRE_HOME_1_BEDROOMS
1974,2,143,Seattle,ENTIRE_HOME_2_BEDROOMS
1975,1,79,Seattle,PRIVATE_ROOM
1976,0,193,Seattle,ENTIRE_HOME_0_BEDROOMS
1977,3,1,Portland,ENTIRE_HOME_3_BEDROOMS
1978,2,6,Seattle,ENTIRE_HOME_2_BEDROOMS
1979,1,38,Portland,ENTIRE_HOME_1_BEDROOMS
1980,1,112,Seattle,PRIVATE_ROOM
1981,1,349,Seattle,PRIVATE_ROOM
1982,1,63,Portland,PRIVATE_ROOM
1983,1,37,Las Vegas,PRIVATE_ROOM
1984,0,109,Portland,ENTIRE_HOME_0_BEDROOMS
1985,2,29,Seattle,ENTIRE_HOME_2_BEDROOMS
1986,1,188,Portland,ENTIRE_HOME_1_BEDROOMS
1987,1,45,Denver,PRIVATE_ROOM
1988,2,211,Seattle,ENTIRE_HOME_2_BEDROOMS
1989,1,3,Atlanta,PRIVATE_ROOM
1990,1,10,Atlanta,SHARED_ROOM
1991,0,21,Seattle,ENTIRE_HOME_0_BEDROOMS
1992,2,29,Seattle,ENTIRE_HOME_2_BEDROOMS
1993,1,31,Denver,ENTIRE_HOME_1_BEDROOMS
1994,1,216,Portland,PRIVATE_ROOM
1995,1,20,Portland,PRIVATE_ROOM
1996,1,151,Portland,PRIVATE_ROOM
1997,1,232,Atlanta,ENTIRE_HOME_1_BEDROOMS
1998,2,35,Atlanta,ENTIRE_HOME_2_BEDROOMS
1999,1,54,Portland,PRIVATE_ROOM
2000,1,4,Portland,PRIVATE_ROOM
2001,1,3,Las Vegas,ENTIRE_HOME_1_BEDROOMS
2002,1,8,Denver,ENTIRE_HOME_1_BEDROOMS
2003,1,10,Portland,PRIVATE_ROOM
2004,2,75,Las Vegas,ENTIRE_HOME_2_BEDROOMS
2005,1,68,Portland,ENTIRE_HOME_1_BEDROOMS
2006,1,26,Seattle,ENTIRE_HOME_1_BEDROOMS
2007,1,172,Seattle,PRIVATE_ROOM
2008,2,16,Portland,ENTIRE_HOME_2_BEDROOMS
2009,2,3,Seattle,ENTIRE_HOME_2_BEDROOMS
2010,1,72,Portland,PRIVATE_ROOM
2011,1,8,Atlanta,PRIVATE_ROOM
2012,1,22,Atlanta,ENTIRE_HOME_1_BEDROOMS
2013,3,50,Las Vegas,ENTIRE_HOME_3_BEDROOMS
2014,2,44,Seattle,ENTIRE_HOME_2_BEDROOMS
2015,1,28,Atlanta,PRIVATE_ROOM
2016,2,23,Portland,ENTIRE_HOME_2_BEDROOMS
2017,2,10,Seattle,ENTIRE_HOME_2_BEDROOMS
2018,0,33,Portland,ENTIRE_HOME_0_BEDROOMS
2019,1,99,Las Vegas,ENTIRE_HOME_1_BEDROOMS
2020,1,13,Portland,PRIVATE_ROOM
2021,1,67,Seattle,ENTIRE_HOME_1_BEDROOMS
2022,1,79,Denver,ENTIRE_HOME_1_BEDROOMS
2023,2,60,Portland,ENTIRE_HOME_2_BEDROOMS
2024,0,67,Portland,ENTIRE_HOME_0_BEDROOMS
2025,1,74,Atlanta,PRIVATE_ROOM
2026,1,9,Las Vegas,PRIVATE_ROOM
2027,1,5,Portland,ENTIRE_HOME_1_BEDROOMS
2028,1,168,Atlanta,ENTIRE_HOME_1_BEDROOMS
2029,1,15,Seattle,PRIVATE_ROOM
2030,1,68,Portland,PRIVATE_ROOM
2031,,,Portland,ENTIRE_HOME_0_BEDROOMS
2032,1,45,Seattle,PRIVATE_ROOM
2033,1,83,Portland,PRIVATE_ROOM
2034,1,9,Portland,PRIVATE_ROOM
2035,0,329,Seattle,ENTIRE_HOME_0_BEDROOMS
2036,2,53,Denver,ENTIRE_HOME_2_BEDROOMS
2037,1,59,Atlanta,ENTIRE_HOME_1_BEDROOMS
2038,1,3,Atlanta,PRIVATE_ROOM
2039,1,8,Las Vegas,ENTIRE_HOME_1_BEDROOMS
2040,3,99,Las Vegas,ENTIRE_HOME_3_BEDROOMS
2041,1,14,Seattle,PRIVATE_ROOM
2042,1,19,Seattle,PRIVATE_ROOM
2043,1,198,Seattle,PRIVATE_ROOM
2044,1,58,Denver,ENTIRE_HOME_1_BEDROOMS
2045,1,43,Portland,PRIVATE_ROOM
2046,1,8,Portland,ENTIRE_HOME_1_BEDROOMS
2047,1,41,Denver,PRIVATE_ROOM
2048,,,Seattle,PRIVATE_ROOM
2049,1,46,Seattle,PRIVATE_ROOM
2050,1,6,Portland,PRIVATE_ROOM
2051,2,34,Portland,ENTIRE_HOME_2_BEDROOMS
2052,1,160,Seattle,ENTIRE_HOME_1_BEDROOMS
2053,1,20,Seattle,ENTIRE_HOME_1_BEDROOMS
